Date,JSE,ANGLOGOLD,GOLDFIELDS,DRDGOLD,HARMONY,ANGLOAMER,IMPALA,NORTHAM
2020-09-16,-0.003033952,-0.015819259,-0.010960985,-0.018018506,-0.046938987,0.00223753,-0.015985184,-0.005938863
2020-09-17,-0.016670307,-0.062442468,-0.065912514,-0.043192226,-0.087047042,-0.04711724,-0.05899966,-0.043038025
2020-09-18,-0.006598375,-0.01248567,-0.008215098,-0.052117954,-0.009244396,-0.004434307,0.004421711,-0.006181531
2020-09-21,-0.025087639,-0.013552791,-0.035639762,-0.03407398,-0.026703272,-0.0323313,-0.031760897,-0.037621091
2020-09-22,-0.001008591,-0.004284614,-0.032826233,-0.013541874,-0.001776199,-0.023703925,-0.069155539,-0.025490414
2020-09-23,0.018276976,-0.021282801,-0.017774945,0.010433063,-0.03643349,-0.021449084,0.001741493,0.014248058
2020-09-25,-0.012253885,0.021648165,0.001796766,0.036682666,0.020981385,0.020468653,0.007419512,-0.00456825
2020-09-28,0.020898606,0.000456517,0.007253969,-0.007532047,-0.000451467,0.036504665,0.014267339,0.018090709
2020-09-29,-0.003880412,0.015893115,0.036026355,0.037590974,0.038751666,0.007221813,0.007396132,0.015989218
2020-09-30,-0.004448218,-0.027599894,-0.029709714,-0.046196443,-0.032449597,-0.034171495,-0.016701707,-0.021846093
2020-10-01,0.003344997,0.0080717,0.011591356,0.009613026,0.008044736,-0.024404403,-0.01015658,-0.022334024
2020-10-02,-0.0041877,-0.009342421,-0.008693159,-0.031196598,-0.010965758,-0.002381668,-0.016383479,-0.003309169
2020-10-05,0.005606062,0.002655124,0.011606489,0.035718083,0.022142768,0.012767979,0.012974899,-0.002776103
2020-10-06,-0.005890503,-0.0090098,-0.010674957,-0.048790164,0.000550085,0.011392232,-0.003560089,0.011297518
2020-10-07,0.010021782,-0.012949636,-0.02717167,-0.002107482,-0.031167002,0.00925873,0.030983546,0.004114619
2020-10-08,-0.00356655,0.026514414,0.017520227,0.014659948,0.025099357,0.016358603,0.031432971,-0.005310433
2020-10-09,0.011447955,0.049982989,0.063687714,0.070239495,0.066148655,0.023213882,0.045653612,0.041369855
2020-10-12,0.006671247,0.002703706,-0.008579341,0.000484379,0.001552394,0.036753139,0.027242893,0.011925621
2020-10-13,-0.009001852,-0.018482215,-0.033812745,-0.000484379,-0.014583592,-0.015672364,-0.015759991,-0.016586025
2020-10-14,0.006151289,0.028405596,0.037645242,0.043608805,0.033026738,0.037162574,0.010738855,0.041071098
2020-10-15,-0.009983376,-0.025172429,-0.00975023,-0.0287011,-0.016893158,0.01416609,0.002207506,0.006510009
2020-10-16,0.003700209,-0.016473662,-0.032799244,-0.010074444,-0.019812953,0.044748542,0.035678322,0.017930124
2020-10-19,0.002064455,-0.003692949,-0.011110953,-0.014570437,-0.010587711,0.004044532,0.004776093,0.006138622
2020-10-20,0.002005384,-0.032139565,-0.008154435,-0.022761992,-0.019887783,0.017303965,0.02532369,0.025231912
2020-10-21,0.001333246,0.02362097,0.022715427,0.052168787,0.036774727,-0.010852095,0.037374904,0.03431848
2020-10-22,-0.009970493,-0.062842615,-0.089665216,-0.080082297,-0.071125667,-0.023520347,-0.037604341,-0.029253857
2020-10-23,0.009863704,-0.019325927,-0.02460109,-0.018701844,-0.030115199,-0.036715955,-0.055978051,-0.05667755
2020-10-26,-0.00814117,-0.01202738,0.022689145,0.01405907,-0.012468844,-0.029597176,0.003693952,0.008342987
2020-10-27,-0.014893323,-0.025317808,-0.023940676,-0.026193221,-0.02181215,-0.032662031,-0.028696022,-0.028666061
2020-10-28,-0.033301892,-0.023478606,-0.043113722,-0.045610511,-0.047239354,-0.080015483,-0.080810191,-0.083489222
2020-10-29,-0.007891785,-0.006187894,0.003858161,0.017075601,0.016448969,-0.027275356,-0.030331288,-0.040811803
2020-10-30,-0.004098415,-0.026144405,-0.022564238,-0.032189239,-0.014440684,-0.031759551,-0.007536146,-0.014047247
2020-11-02,0.017897227,0.099999535,0.065352699,0.060724149,0.040184801,0.038059056,0.022782552,0.024501959
2020-11-03,0.01077002,0.009668044,0.030562832,0.022048137,0.035265754,0.020568761,0.044457716,0.028704754
2020-11-04,0.008768166,-0.017722572,-0.033986841,-0.018868484,-0.014523563,0.01344332,0.007307875,-0.003128549
2020-11-05,0.028822883,0.030805382,0.054456839,0.043485112,0.062759864,-0.008886296,0.071494832,0.07536232
2020-11-06,0.020819072,0.040626292,0.028663412,0.057102125,0.026676995,0.005903765,0.032629711,0.030305349
2020-11-09,0.016192163,-0.149135912,-0.168489802,-0.163363643,-0.178337702,-0.002613739,-0.052126127,-0.039751534
2020-11-10,0.006342537,0.02830303,0.048437159,0.018420839,0.031103745,0.00679203,0.015372198,0.017674348
2020-11-11,-0.001124572,-0.051093652,-0.064274932,-0.0722377,-0.065872744,-0.006379342,-0.020880149,-0.065688282
2020-11-12,-0.01005116,0.017080992,-0.006527281,0.0059277,-0.01669398,-0.039447231,-0.067646237,-0.051769856
2020-11-13,0.00265152,0.001396911,0.008453136,0.018735911,0.024540286,0.025951368,0.025048848,0.018513217
2020-11-16,0.001474711,-0.025392839,-0.050496164,-0.022288313,-0.03450012,0.039910417,0.108922355,0.119251607
2020-11-17,-0.003743531,-0.012440418,0.001074487,0.014719135,-0.002471171,-0.039768059,-0.038117889,-0.031502211
2020-11-18,0.004732617,-0.022527984,-0.043840338,-0.027252871,-0.019291418,0.028608207,-0.005262692,-0.01346318
2020-11-19,-0.009996301,-0.028900318,-0.035744484,-0.003007521,-0.019813838,0.017483862,0.028047884,0.029900664
2020-11-20,-0.002438239,0.016332003,0.012237558,0.00240674,0.013628831,-0.024572613,-0.024838581,-0.018726076
2020-11-23,0.009353407,-0.057374157,-0.056574284,-0.042977762,-0.053284173,-0.015231438,-0.039523038,-0.006032594
2020-11-24,0.010697242,-0.04136368,-0.076117636,-0.09124068,-0.075344264,-0.016814761,-0.057269408,-0.030483566
2020-11-25,-0.00034146,0.009390038,0.010362787,0.03245721,0.01511925,-0.007119138,0.033079813,0.037146045
2020-11-26,0.003138352,0.024730347,0.020782913,0.071871846,0.017691264,0.056806709,0.049280962,0.041378254
2020-11-27,-0.001748654,-0.015959602,-0.027679492,-0.042371182,-0.027373111,-0.009947593,0.013221822,-0.005617992
2020-11-30,-0.0127159,0.021243793,0.011391996,0.014748584,0.009049836,-0.027266733,-0.01518646,-0.026926534
2020-12-01,0.007292077,0.064000244,0.064685804,0.084781011,0.063233735,0.003545506,0.001719269,0.012405708
2020-12-02,0.013338806,-0.002849456,0.011618976,0.006993035,0.022156287,0.083229057,0.043282768,0.04904632
2020-12-03,0.011354095,-0.016536508,-0.043034414,-0.041499731,-0.040423003,0.005529025,0.037477002,0.026797424
